airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration
Vistara,UK-613,Mumbai,Afternoon,two_or_more,Evening,Kolkata,Economy,29.83
Indigo,6E-6201,Mumbai,Morning,one,Evening,Kolkata,Economy,8.83
Indigo,6E-5373,Mumbai,Morning,one,Night,Kolkata,Economy,10.92
Indigo,6E-354,Mumbai,Afternoon,two_or_more,Evening,Kolkata,Economy,6.5
SpiceJet,SG-611,Mumbai,Early_Morning,one,Night,Kolkata,Economy,15.17
Indigo,6E-5349,Mumbai,Morning,one,Night,Kolkata,Economy,9.25
Vistara,UK-970,Mumbai,Morning,one,Night,Kolkata,Economy,12.0
Vistara,UK-928,Mumbai,Early_Morning,one,Night,Kolkata,Economy,13.75
Indigo,6E-5307,Mumbai,Morning,one,Evening,Kolkata,Economy,9.5
Vistara,UK-994,Mumbai,Morning,one,Night,Kolkata,Economy,10.33
Indigo,6E-5307,Mumbai,Morning,one,Night,Kolkata,Economy,11.5
Vistara,UK-988,Mumbai,Night,one,Morning,Kolkata,Economy,12.67
Vistara,UK-940,Mumbai,Evening,one,Morning,Kolkata,Economy,13.83
Vistara,UK-996,Mumbai,Evening,one,Morning,Kolkata,Economy,15.08
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,16.0
Indigo,6E-354,Mumbai,Afternoon,two_or_more,Night,Kolkata,Economy,9.92
Indigo,6E-5307,Mumbai,Morning,one,Evening,Kolkata,Economy,6.67
Indigo,6E-5332,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,9.92
Vistara,UK-944,Mumbai,Afternoon,one,Morning,Kolkata,Economy,18.92
SpiceJet,SG-276,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,14.0
Indigo,6E-5332,Mumbai,Early_Morning,one,Afternoon,Kolkata,Economy,8.33
Indigo,6E-6088,Mumbai,Night,zero,Late_Night,Kolkata,Economy,2.42
GO_FIRST,G8-319,Mumbai,Morning,one,Night,Kolkata,Economy,11.83
SpiceJet,SG-251,Mumbai,Evening,one,Morning,Kolkata,Economy,13.25
SpiceJet,SG-611,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,26.75
Air_India,AI-570,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,5.5
Indigo,6E-354,Mumbai,Afternoon,one,Night,Kolkata,Economy,9.92
Indigo,6E-416,Mumbai,Evening,one,Late_Night,Kolkata,Economy,7.33
Indigo,6E-5386,Mumbai,Evening,one,Night,Kolkata,Economy,4.67
Indigo,6E-574,Mumbai,Evening,one,Early_Morning,Kolkata,Economy,9.58
Air_India,AI-809,Mumbai,Morning,one,Evening,Kolkata,Economy,9.17
Air_India,AI-635,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,12.08
Air_India,AI-687,Mumbai,Afternoon,one,Night,Kolkata,Economy,6.33
Air_India,AI-809,Mumbai,Morning,one,Night,Kolkata,Economy,12.33
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Kolkata,Economy,15.25
Air_India,AI-687,Mumbai,Afternoon,one,Morning,Kolkata,Economy,17.0
SpiceJet,SG-4417,Mumbai,Evening,one,Night,Kolkata,Economy,25.58
Air_India,AI-687,Mumbai,Afternoon,one,Morning,Kolkata,Economy,16.08
Air_India,AI-809,Mumbai,Morning,one,Morning,Kolkata,Economy,22.08
Air_India,AI-635,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,25.0
Indigo,6E-6475,Mumbai,Afternoon,one,Evening,Kolkata,Economy,4.92
Air_India,AI-687,Mumbai,Afternoon,one,Morning,Kolkata,Economy,17.58
Air_India,AI-809,Mumbai,Morning,one,Morning,Kolkata,Economy,23.58
Air_India,AI-806,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,25.58
Indigo,6E-5392,Mumbai,Evening,one,Night,Kolkata,Economy,6.42
Air_India,AI-651,Mumbai,Morning,one,Morning,Kolkata,Economy,23.17
Air_India,AI-651,Mumbai,Morning,one,Evening,Kolkata,Economy,33.33
Vistara,UK-988,Mumbai,Night,one,Morning,Kolkata,Economy,11.67
Vistara,UK-940,Mumbai,Evening,one,Morning,Kolkata,Economy,12.83
Vistara,UK-996,Mumbai,Evening,one,Morning,Kolkata,Economy,14.08
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,15.0
Air_India,AI-671,Mumbai,Morning,one,Morning,Kolkata,Economy,24.58
Indigo,6E-5391,Mumbai,Night,one,Early_Morning,Kolkata,Economy,9.67
Indigo,6E-559,Mumbai,Afternoon,one,Night,Kolkata,Economy,6.58
Air_India,AI-669,Mumbai,Morning,one,Afternoon,Kolkata,Economy,24.5
Air_India,AI-660,Mumbai,Evening,one,Afternoon,Kolkata,Economy,20.5
Vistara,UK-944,Mumbai,Afternoon,one,Morning,Kolkata,Economy,17.92
Vistara,UK-988,Mumbai,Night,one,Evening,Kolkata,Economy,22.67
Vistara,UK-940,Mumbai,Evening,one,Evening,Kolkata,Economy,23.83
Vistara,UK-996,Mumbai,Evening,one,Evening,Kolkata,Economy,25.08
Vistara,UK-910,Mumbai,Evening,one,Evening,Kolkata,Economy,26.0
Vistara,UK-651,Mumbai,Evening,one,Evening,Kolkata,Economy,27.5
Indigo,6E-236,Mumbai,Evening,one,Late_Night,Kolkata,Economy,7.0
Indigo,6E-219,Mumbai,Afternoon,one,Late_Night,Kolkata,Economy,9.83
Indigo,6E-179,Mumbai,Morning,one,Evening,Kolkata,Economy,6.17
SpiceJet,SG-5018,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67
AirAsia,I5-942,Mumbai,Afternoon,one,Night,Kolkata,Economy,8.0
AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Kolkata,Economy,12.5
GO_FIRST,G8-383,Mumbai,Afternoon,one,Night,Kolkata,Economy,7.75
SpiceJet,SG-475,Mumbai,Night,one,Night,Kolkata,Economy,21.67
Vistara,UK-988,Mumbai,Night,one,Night,Kolkata,Economy,25.83
Vistara,UK-940,Mumbai,Evening,one,Night,Kolkata,Economy,27.0
Vistara,UK-996,Mumbai,Evening,one,Night,Kolkata,Economy,28.25
Air_India,AI-639,Mumbai,Morning,one,Evening,Kolkata,Economy,8.08
Indigo,6E-832,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,5.17
Air_India,AI-635,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,25.92
Air_India,AI-687,Mumbai,Afternoon,one,Afternoon,Kolkata,Economy,22.5
Vistara,UK-958,Mumbai,Afternoon,one,Morning,Kolkata,Economy,20.17
Vistara,UK-960,Mumbai,Morning,one,Morning,Kolkata,Economy,20.67
Vistara,UK-994,Mumbai,Morning,one,Morning,Kolkata,Economy,22.17
Vistara,UK-970,Mumbai,Morning,one,Morning,Kolkata,Economy,23.83
Air_India,AI-669,Mumbai,Morning,one,Night,Kolkata,Economy,8.5
Air_India,AI-888,Mumbai,Evening,one,Night,Kolkata,Economy,25.08
Air_India,AI-660,Mumbai,Evening,one,Night,Kolkata,Economy,26.08
Air_India,AI-687,Mumbai,Afternoon,one,Night,Kolkata,Economy,28.08
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Kolkata,Economy,37.0
SpiceJet,SG-276,Mumbai,Early_Morning,one,Night,Kolkata,Economy,15.5
Air_India,AI-888,Mumbai,Evening,one,Afternoon,Kolkata,Economy,18.92
Air_India,AI-660,Mumbai,Evening,one,Afternoon,Kolkata,Economy,19.92
Air_India,AI-687,Mumbai,Afternoon,one,Afternoon,Kolkata,Economy,21.92
Vistara,UK-613,Mumbai,Afternoon,two_or_more,Morning,Kolkata,Economy,20.33
Indigo,6E-627,Mumbai,Afternoon,one,Night,Kolkata,Economy,6.33
Air_India,AI-635,Mumbai,Early_Morning,one,Afternoon,Kolkata,Economy,7.42
Indigo,6E-5373,Mumbai,Morning,one,Evening,Kolkata,Economy,8.08
Vistara,UK-970,Mumbai,Morning,one,Evening,Kolkata,Economy,10.83
Vistara,UK-823,Mumbai,Evening,two_or_more,Morning,Kolkata,Economy,14.75
Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,12.58
Vistara,UK-877,Mumbai,Morning,two_or_more,Evening,Kolkata,Economy,8.83
Vistara,UK-823,Mumbai,Evening,two_or_more,Morning,Kolkata,Economy,15.75
SpiceJet,SG-5074,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67
GO_FIRST,G8-2605,Mumbai,Evening,one,Morning,Kolkata,Economy,16.67
Air_India,AI-673,Mumbai,Early_Morning,one,Afternoon,Kolkata,Economy,4.25
Vistara,UK-910,Mumbai,Evening,one,Night,Kolkata,Economy,5.17
Vistara,UK-902,Mumbai,Afternoon,one,Night,Kolkata,Economy,7.0
Vistara,UK-986,Mumbai,Night,one,Morning,Kolkata,Economy,9.83
Vistara,UK-950,Mumbai,Night,one,Morning,Kolkata,Economy,10.67
Vistara,UK-960,Mumbai,Morning,one,Night,Kolkata,Economy,10.83
Vistara,UK-930,Mumbai,Early_Morning,one,Night,Kolkata,Economy,15.25
Vistara,UK-928,Mumbai,Early_Morning,one,Night,Kolkata,Economy,16.25
Vistara,UK-954,Mumbai,Early_Morning,one,Night,Kolkata,Economy,16.75
Vistara,UK-902,Mumbai,Afternoon,one,Morning,Kolkata,Economy,16.83
Air_India,AI-669,Mumbai,Morning,one,Afternoon,Kolkata,Economy,26.83
Vistara,UK-958,Mumbai,Afternoon,one,Night,Kolkata,Economy,10.33
Vistara,UK-986,Mumbai,Night,one,Evening,Kolkata,Economy,19.33
Air_India,AI-607,Mumbai,Evening,one,Early_Morning,Kolkata,Economy,12.5
Air_India,AI-639,Mumbai,Morning,one,Early_Morning,Kolkata,Economy,19.75
Air_India,AI-607,Mumbai,Evening,one,Evening,Kolkata,Economy,24.83
Vistara,UK-944,Mumbai,Afternoon,one,Night,Kolkata,Economy,8.08
Vistara,UK-986,Mumbai,Night,one,Evening,Kolkata,Economy,20.83
Vistara,UK-950,Mumbai,Night,one,Evening,Kolkata,Economy,21.67
Air_India,AI-570,Mumbai,Early_Morning,one,Afternoon,Kolkata,Economy,8.58
Vistara,UK-902,Mumbai,Afternoon,one,Morning,Kolkata,Economy,17.83
Vistara,UK-994,Mumbai,Morning,one,Night,Kolkata,Economy,12.33
Air_India,AI-651,Mumbai,Morning,two_or_more,Morning,Kolkata,Economy,23.17
Indigo,6E-6474,Mumbai,Morning,one,Night,Kolkata,Economy,12.25
Vistara,UK-877,Mumbai,Morning,two_or_more,Morning,Kolkata,Economy,21.83
Vistara,UK-877,Mumbai,Morning,two_or_more,Night,Kolkata,Economy,12.0
Vistara,UK-873,Mumbai,Early_Morning,two_or_more,Night,Kolkata,Economy,16.42
Air_India,AI-687,Mumbai,Afternoon,one,Morning,Kolkata,Economy,18.83
Indigo,6E-312,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,10.08
Vistara,UK-653,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,13.58
Vistara,UK-821,Mumbai,Early_Morning,two_or_more,Evening,Kolkata,Economy,11.33
Air_India,AI-867,Mumbai,Night,one,Afternoon,Kolkata,Economy,15.0
Air_India,AI-660,Mumbai,Evening,one,Afternoon,Kolkata,Economy,18.5
Air_India,AI-442,Mumbai,Afternoon,one,Afternoon,Kolkata,Economy,20.92
Air_India,AI-888,Mumbai,Evening,one,Afternoon,Kolkata,Economy,17.5
Vistara,UK-613,Mumbai,Afternoon,two_or_more,Night,Kolkata,Economy,10.5
Vistara,UK-655,Mumbai,Morning,two_or_more,Evening,Kolkata,Economy,8.08
Indigo,6E-6088,Mumbai,Night,zero,Night,Kolkata,Economy,2.42
AirAsia,I5-942,Mumbai,Afternoon,one,Night,Kolkata,Economy,10.75
GO_FIRST,G8-390,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,5.83
GO_FIRST,G8-390,Mumbai,Early_Morning,one,Night,Kolkata,Economy,16.42
SpiceJet,SG-4417,Mumbai,Evening,one,Night,Kolkata,Economy,24.25
Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,10.58
Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,11.58
Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,12.08
Indigo,6E-227,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,4.08
Indigo,6E-236,Mumbai,Evening,one,Night,Kolkata,Economy,5.58
Indigo,6E-5366,Mumbai,Morning,one,Afternoon,Kolkata,Economy,6.33
Indigo,6E-5338,Mumbai,Morning,one,Afternoon,Kolkata,Economy,7.33
Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,12.08
Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,13.08
Indigo,6E-6123,Mumbai,Early_Morning,one,Afternoon,Kolkata,Economy,7.83
Indigo,6E-2077,Mumbai,Afternoon,one,Night,Kolkata,Economy,8.25
Indigo,6E-136,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,5.83
Air_India,AI-809,Mumbai,Morning,one,Night,Kolkata,Economy,34.08
Vistara,UK-986,Mumbai,Night,one,Morning,Kolkata,Economy,10.83
Vistara,UK-950,Mumbai,Night,one,Morning,Kolkata,Economy,11.67
SpiceJet,SG-401,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67
Indigo,6E-6749,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.58
Indigo,6E-331,Mumbai,Evening,one,Late_Night,Kolkata,Economy,5.33
Indigo,6E-5386,Mumbai,Evening,one,Late_Night,Kolkata,Economy,4.92
Vistara,UK-970,Mumbai,Morning,one,Night,Kolkata,Economy,14.0
Vistara,UK-950,Mumbai,Night,one,Evening,Kolkata,Economy,20.17
Indigo,6E-6004,Mumbai,Evening,one,Late_Night,Kolkata,Economy,6.08
Air_India,AI-864,Mumbai,Early_Morning,one,Afternoon,Kolkata,Economy,7.5
Air_India,AI-864,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,12.17
Indigo,6E-5017,Mumbai,Morning,one,Evening,Kolkata,Economy,9.58
Indigo,6E-5392,Mumbai,Evening,one,Late_Night,Kolkata,Economy,6.67
Air_India,AI-864,Mumbai,Early_Morning,one,Night,Kolkata,Economy,15.33
Indigo,6E-2518,Mumbai,Night,one,Early_Morning,Kolkata,Economy,8.67
Indigo,6E-6223,Mumbai,Afternoon,one,Night,Kolkata,Economy,4.42
Air_India,AI-637,Mumbai,Evening,two_or_more,Morning,Kolkata,Economy,14.42
SpiceJet,SG-276,Mumbai,Early_Morning,one,Night,Kolkata,Economy,14.17
Air_India,AI-637,Mumbai,Evening,two_or_more,Afternoon,Kolkata,Economy,19.92
Indigo,6E-205,Mumbai,Morning,one,Afternoon,Kolkata,Economy,5.83
Air_India,AI-867,Mumbai,Night,one,Evening,Kolkata,Economy,19.08
Air_India,AI-888,Mumbai,Evening,one,Evening,Kolkata,Economy,21.58
Vistara,UK-852,Mumbai,Afternoon,two_or_more,Night,Kolkata,Economy,10.58
AirAsia,I5-330,Mumbai,Night,one,Early_Morning,Kolkata,Economy,8.25
Air_India,AI-864,Mumbai,Early_Morning,one,Night,Kolkata,Economy,37.08
Indigo,6E-168,Mumbai,Morning,one,Night,Kolkata,Economy,10.17
Air_India,AI-651,Mumbai,Morning,one,Afternoon,Kolkata,Economy,28.67
AirAsia,I5-1569,Mumbai,Night,one,Morning,Kolkata,Economy,11.67
Vistara,UK-958,Mumbai,Afternoon,one,Morning,Kolkata,Economy,21.17
Air_India,AI-570,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,28.25
Indigo,6E-248,Mumbai,Night,one,Early_Morning,Kolkata,Economy,6.83
Air_India,AI-660,Mumbai,Evening,one,Evening,Kolkata,Economy,22.58
Vistara,UK-653,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,14.08
GO_FIRST,G8-7561,Mumbai,Afternoon,zero,Evening,Kolkata,Economy,2.5
AirAsia,I5-336,Mumbai,Night,one,Late_Night,Kolkata,Economy,5.42
AirAsia,I5-942,Mumbai,Afternoon,two_or_more,Evening,Kolkata,Economy,6.67
AirAsia,I5-423,Mumbai,Afternoon,two_or_more,Late_Night,Kolkata,Economy,10.67
AirAsia,I5-942,Mumbai,Afternoon,two_or_more,Late_Night,Kolkata,Economy,12.5
AirAsia,I5-336,Mumbai,Night,one,Morning,Kolkata,Economy,12.83
AirAsia,I5-767,Mumbai,Early_Morning,one,Night,Kolkata,Economy,15.83
GO_FIRST,G8-7537,Mumbai,Afternoon,one,Night,Kolkata,Economy,7.25
GO_FIRST,G8-2508,Mumbai,Night,one,Early_Morning,Kolkata,Economy,8.25
GO_FIRST,G8-7536,Mumbai,Afternoon,one,Night,Kolkata,Economy,9.25
GO_FIRST,G8-345,Mumbai,Night,one,Early_Morning,Kolkata,Economy,9.33
GO_FIRST,G8-321,Mumbai,Afternoon,one,Night,Kolkata,Economy,9.5
GO_FIRST,G8-7545,Mumbai,Afternoon,one,Night,Kolkata,Economy,9.83
GO_FIRST,G8-363,Mumbai,Night,one,Morning,Kolkata,Economy,10.0
GO_FIRST,G8-341,Mumbai,Night,one,Early_Morning,Kolkata,Economy,11.75
GO_FIRST,G8-7538,Mumbai,Evening,one,Early_Morning,Kolkata,Economy,15.5
GO_FIRST,G8-349,Mumbai,Morning,one,Evening,Kolkata,Economy,5.33
GO_FIRST,G8-7545,Mumbai,Afternoon,one,Evening,Kolkata,Economy,5.5
Indigo,6E-5236,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,6.5
GO_FIRST,G8-317,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,11.92
Indigo,6E-5013,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,5.83
Indigo,6E-5013,Mumbai,Early_Morning,one,Afternoon,Kolkata,Economy,7.17
Vistara,UK-655,Mumbai,Morning,two_or_more,Night,Kolkata,Economy,11.25
SpiceJet,SG-5079,Mumbai,Evening,zero,Night,Kolkata,Economy,2.75
Indigo,6E-5376,Mumbai,Late_Night,one,Morning,Kolkata,Economy,8.33
Air_India,AI-671,Mumbai,Morning,one,Morning,Kolkata,Economy,25.83
Air_India,AI-637,Mumbai,Evening,two_or_more,Evening,Kolkata,Economy,24.58
Air_India,AI-637,Mumbai,Evening,two_or_more,Night,Kolkata,Economy,27.75
Vistara,UK-873,Mumbai,Early_Morning,two_or_more,Evening,Kolkata,Economy,11.75
Vistara,UK-873,Mumbai,Early_Morning,two_or_more,Evening,Kolkata,Economy,13.25
Vistara,UK-841,Mumbai,Morning,two_or_more,Night,Kolkata,Economy,11.33
Indigo,6E-5316,Mumbai,Late_Night,one,Morning,Kolkata,Economy,8.0
Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,13.58
Air_India,AI-867,Mumbai,Night,two_or_more,Night,Kolkata,Economy,22.58
Air_India,AI-888,Mumbai,Evening,two_or_more,Night,Kolkata,Economy,25.08
Air_India,AI-660,Mumbai,Evening,two_or_more,Night,Kolkata,Economy,26.08
Air_India,AI-442,Mumbai,Afternoon,two_or_more,Night,Kolkata,Economy,28.5
Air_India,AI-867,Mumbai,Night,two_or_more,Morning,Kolkata,Economy,11.5
Air_India,AI-888,Mumbai,Evening,two_or_more,Morning,Kolkata,Economy,14.0
Air_India,AI-660,Mumbai,Evening,two_or_more,Morning,Kolkata,Economy,15.0
Air_India,AI-867,Mumbai,Night,two_or_more,Afternoon,Kolkata,Economy,17.0
Air_India,AI-442,Mumbai,Afternoon,two_or_more,Morning,Kolkata,Economy,17.42
Air_India,AI-888,Mumbai,Evening,two_or_more,Afternoon,Kolkata,Economy,19.5
Air_India,AI-660,Mumbai,Evening,two_or_more,Afternoon,Kolkata,Economy,20.5
Air_India,AI-867,Mumbai,Night,two_or_more,Evening,Kolkata,Economy,21.67
Air_India,AI-442,Mumbai,Afternoon,two_or_more,Afternoon,Kolkata,Economy,22.92
Air_India,AI-888,Mumbai,Evening,two_or_more,Evening,Kolkata,Economy,24.17
Air_India,AI-660,Mumbai,Evening,two_or_more,Evening,Kolkata,Economy,25.17
Air_India,AI-442,Mumbai,Afternoon,two_or_more,Evening,Kolkata,Economy,27.58
Air_India,AI-660,Mumbai,Evening,two_or_more,Morning,Kolkata,Economy,14.08
Air_India,AI-867,Mumbai,Night,one,Evening,Kolkata,Economy,20.5
Air_India,AI-888,Mumbai,Evening,one,Evening,Kolkata,Economy,23.0
Air_India,AI-809,Mumbai,Morning,two_or_more,Night,Kolkata,Economy,34.08
Air_India,AI-806,Mumbai,Early_Morning,two_or_more,Night,Kolkata,Economy,36.08
Air_India,AI-806,Mumbai,Early_Morning,two_or_more,Afternoon,Kolkata,Economy,6.5
Air_India,AI-809,Mumbai,Morning,two_or_more,Evening,Kolkata,Economy,9.17
Air_India,AI-806,Mumbai,Early_Morning,two_or_more,Evening,Kolkata,Economy,11.17
Air_India,AI-809,Mumbai,Morning,two_or_more,Night,Kolkata,Economy,12.33
Air_India,AI-806,Mumbai,Early_Morning,two_or_more,Night,Kolkata,Economy,14.33
AirAsia,I5-942,Mumbai,Afternoon,one,Evening,Kolkata,Economy,6.17
Indigo,6E-5316,Mumbai,Late_Night,two_or_more,Morning,Kolkata,Economy,8.0
Indigo,6E-5384,Mumbai,Morning,one,Evening,Kolkata,Economy,7.42
Indigo,6E-5338,Mumbai,Morning,two_or_more,Afternoon,Kolkata,Economy,7.08
Indigo,6E-6463,Mumbai,Early_Morning,two_or_more,Afternoon,Kolkata,Economy,8.67
GO_FIRST,G8-381,Mumbai,Morning,one,Evening,Kolkata,Economy,7.25
Air_India,AI-637,Mumbai,Evening,two_or_more,Afternoon,Kolkata,Economy,17.92
Air_India,AI-651,Mumbai,Morning,one,Afternoon,Kolkata,Economy,26.67
Air_India,AI-615,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,26.33
Indigo,6E-6086,Mumbai,Late_Night,zero,Late_Night,Kolkata,Economy,2.5
Air_India,AI-687,Mumbai,Afternoon,one,Afternoon,Kolkata,Economy,20.5
Indigo,6E-945,Mumbai,Afternoon,one,Night,Kolkata,Economy,6.08
Indigo,6E-154,Mumbai,Late_Night,one,Morning,Kolkata,Economy,6.42
Indigo,6E-154,Mumbai,Late_Night,one,Morning,Kolkata,Economy,7.75
Indigo,6E-939,Mumbai,Morning,one,Afternoon,Kolkata,Economy,5.25
Air_India,AI-864,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,25.08
Indigo,6E-5355,Mumbai,Evening,one,Night,Kolkata,Economy,5.5
Indigo,6E-395,Mumbai,Evening,zero,Night,Kolkata,Economy,2.5
Indigo,6E-5392,Mumbai,Evening,one,Night,Kolkata,Economy,5.08
Indigo,6E-6088,Mumbai,Night,zero,Late_Night,Kolkata,Economy,2.5
Air_India,AI-633,Mumbai,Early_Morning,two_or_more,Evening,Kolkata,Economy,13.42
Air_India,AI-633,Mumbai,Early_Morning,two_or_more,Night,Kolkata,Economy,16.58
Air_India,AI-809,Mumbai,Morning,one,Morning,Kolkata,Economy,23.0
Indigo,6E-5372,Mumbai,Early_Morning,one,Afternoon,Kolkata,Economy,8.17
Indigo,6E-354,Mumbai,Afternoon,one,Evening,Kolkata,Economy,7.08
Indigo,6E-559,Mumbai,Afternoon,one,Night,Kolkata,Economy,7.0
Air_India,AI-633,Mumbai,Early_Morning,two_or_more,Morning,Kolkata,Economy,27.25
Indigo,6E-5352,Mumbai,Night,one,Early_Morning,Kolkata,Economy,8.08
Air_India,AI-619,Mumbai,Night,one,Afternoon,Kolkata,Economy,19.75
Air_India,AI-639,Mumbai,Morning,one,Morning,Kolkata,Economy,22.83
GO_FIRST,G8-364,Mumbai,Evening,one,Morning,Kolkata,Economy,13.33
GO_FIRST,G8-244,Mumbai,Evening,one,Morning,Kolkata,Economy,14.42
Vistara,UK-986,Mumbai,Night,one,Morning,Kolkata,Economy,9.58
Vistara,UK-950,Mumbai,Night,one,Morning,Kolkata,Economy,10.42
Vistara,UK-988,Mumbai,Night,one,Morning,Kolkata,Economy,11.42
Vistara,UK-940,Mumbai,Evening,one,Morning,Kolkata,Economy,12.58
Vistara,UK-996,Mumbai,Evening,one,Morning,Kolkata,Economy,13.83
Vistara,UK-944,Mumbai,Afternoon,one,Morning,Kolkata,Economy,17.67
GO_FIRST,G8-2605,Mumbai,Evening,one,Morning,Kolkata,Economy,16.42
GO_FIRST,G8-2508,Mumbai,Night,one,Early_Morning,Kolkata,Economy,8.08
GO_FIRST,G8-345,Mumbai,Night,one,Early_Morning,Kolkata,Economy,9.17
GO_FIRST,G8-322,Mumbai,Night,one,Early_Morning,Kolkata,Economy,10.58
GO_FIRST,G8-341,Mumbai,Night,one,Early_Morning,Kolkata,Economy,11.58
GO_FIRST,G8-339,Mumbai,Evening,one,Early_Morning,Kolkata,Economy,13.83
GO_FIRST,G8-7538,Mumbai,Evening,one,Early_Morning,Kolkata,Economy,15.33
SpiceJet,SG-8710,Mumbai,Night,one,Morning,Kolkata,Economy,10.33
SpiceJet,SG-8158,Mumbai,Evening,one,Morning,Kolkata,Economy,12.67
SpiceJet,SG-8710,Mumbai,Night,one,Morning,Kolkata,Economy,13.92
SpiceJet,SG-8158,Mumbai,Evening,one,Morning,Kolkata,Economy,16.25
SpiceJet,SG-8702,Mumbai,Morning,one,Morning,Kolkata,Economy,21.83
SpiceJet,SG-8152,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,24.75
SpiceJet,SG-8702,Mumbai,Morning,one,Morning,Kolkata,Economy,25.42
Air_India,AI-867,Mumbai,Night,one,Afternoon,Kolkata,Economy,18.5
SpiceJet,SG-8710,Mumbai,Night,one,Night,Kolkata,Economy,22.75
SpiceJet,SG-8158,Mumbai,Evening,one,Night,Kolkata,Economy,25.08
SpiceJet,SG-3440,Mumbai,Afternoon,one,Afternoon,Kolkata,Economy,25.0
SpiceJet,SG-163,Mumbai,Afternoon,one,Morning,Kolkata,Economy,21.67
Indigo,6E-533,Mumbai,Morning,one,Afternoon,Kolkata,Economy,4.75
Indigo,6E-136,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,5.5
Indigo,6E-5337,Mumbai,Afternoon,one,Night,Kolkata,Economy,5.92
Indigo,6E-448,Mumbai,Evening,one,Night,Kolkata,Economy,6.0
Indigo,6E-542,Mumbai,Evening,one,Night,Kolkata,Economy,6.58
Indigo,6E-5375,Mumbai,Evening,one,Night,Kolkata,Economy,6.67
Indigo,6E-205,Mumbai,Morning,one,Afternoon,Kolkata,Economy,6.75
Indigo,6E-434,Mumbai,Afternoon,one,Night,Kolkata,Economy,6.92
AirAsia,I5-338,Mumbai,Night,one,Late_Night,Kolkata,Economy,5.42
AirAsia,I5-942,Mumbai,Afternoon,two_or_more,Evening,Kolkata,Economy,6.25
AirAsia,I5-338,Mumbai,Night,one,Morning,Kolkata,Economy,12.83
Air_India,AI-623,Mumbai,Night,one,Morning,Kolkata,Economy,10.83
Air_India,AI-619,Mumbai,Evening,one,Morning,Kolkata,Economy,12.67
Air_India,AI-615,Mumbai,Early_Morning,one,Afternoon,Kolkata,Economy,10.25
Indigo,6E-802,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,4.5
Indigo,6E-213,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,5.17
Indigo,6E-832,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,5.42
Indigo,6E-5308,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,5.75
Indigo,6E-519,Mumbai,Afternoon,one,Evening,Kolkata,Economy,5.83
Indigo,6E-5355,Mumbai,Evening,one,Night,Kolkata,Economy,5.92
Indigo,6E-2103,Mumbai,Evening,one,Night,Kolkata,Economy,6.08
Indigo,6E-154,Mumbai,Late_Night,one,Morning,Kolkata,Economy,6.83
